id_corretor,sk_house,id_visita,dt_visita,hr_visita,price,predicted_price_70,partner_3p_supply,house_address,house_zipcode,house_neighborhood,house_city,house_lat,house_lng,floor,house_bathrooms,house_bedrooms,house_suites,house_garages,house_type,house_total_area,sk_condo,name,days_published,os,vb,last_price_down,previous_price_variation,date,monday_status,sale_price_agreed
22555,894796649,32002651,2025-06-07,15:00,573000,541487,,Rua Tobias Barreto,03176-001,Alto da Mooca,São Paulo,-23.5469002,-46.5854248,630000,2,3,0,1,Apartamento,93,20593,894796649-260.3238144292218IMG9393.jpg,107,0,5,2025-02-26,-0.1508,,,
22555,894885225,32201812,2025-06-14,15:00,355000,352234,,Avenida Pompéia,05023-000,Pompeia,São Paulo,-23.5307039,-46.6851725,355000,1,1,1,0,Apartamento,24,560816,894885225-875.8794707851794Cod21852253.jpg,50,0,10,,,,,
22555,893882096,32004528,2025-06-03,20:00,2490000,2451292,,Rua Celso de Azevedo Marques,03122-010,Parque da Mooca,São Paulo,-23.5681989,-46.5947039,2600000,5,4,3,3,Apartamento,184,322854,893882096-224.8446980661243Foto1.JPG,741,1,6,2025-03-08,-0.0197,2023-12-08,Canceladas em negociação,2000000
22555,894293240,32129653,2025-06-08,12:30,290000,287186,,Rua Amaral Gurgel,01221-001,Vila Buarque,São Paulo,-23.5461924,-46.647618,380000,1,1,0,0,Apartamento,26,48895,894293240-999.0999396944535IMG0929.jpg,591,0,19,2024-10-15,-0.0556,,,
22555,894293240,32092298,2025-06-07,13:00,290000,287186,,Rua Amaral Gurgel,01221-001,Vila Buarque,São Paulo,-23.5461924,-46.647618,380000,1,1,0,0,Apartamento,26,48895,894293240-999.0999396944535IMG0929.jpg,591,0,19,2024-10-15,-0.0556,,,
22555,894852981,32201952,2025-06-14,15:30,325000,333970,,Avenida Pompéia,05023-000,Vila Pompéia,São Paulo,-23.5309151,-46.6852518,345000,1,1,0,0,Apartamento,24,,894852981-437.6904357148459IMG2683.JPG,78,1,9,2025-04-18,-0.0426,2025-04-26,Compra e Venda Concluídas,295000
22555,893215581,32050437,2025-06-07,19:00,766000,710008,,Rua Margarida de Lima,03081-010,Tatuapé,São Paulo,-23.5336746,-46.5746386,745000,2,2,1,1,Apartamento,64,17241,893215581-149.51750512359496DSC7154.jpg,1022,0,32,2025-06-11,-0.0013,,,
22555,894252757,32018753,2025-06-07,17:00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22555,894252757,32127167,2025-06-08,11:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
22555,893010342,32100226,2025-06-07,13:30,260000,253422,,Rua Amaral Gurgel,01302-000,Consolação,São Paulo,-23.5461599,-46.6475014,290000,1,1,0,0,Apartamento,25,48895,893010342-987.7927516452107310342004.jpg,986,0,4,2025-03-26,-0.1034,,,
22555,894884933,32202045,2025-06-14,16:00,375000,381897,,Avenida Pompéia,05023-000,Pompeia,São Paulo,-23.5309151,-46.6852518,375000,1,1,0,0,Apartamento,25,,894884933-39.8727301476272661000337179.jpg,50,0,9,,,,,
22555,894787404,32141414,2025-06-11,17:30,475000,458858,,Rua Antônio Júlio dos Santos,05661-020,Fazenda Morumbi,São Paulo,-23.6084153,-46.7266203,530000,2,2,2,2,Apartamento,95,33999,894787404-946.9243862613786IMG4951.jpg,115,0,3,2025-06-09,-0.0306,,,
22555,894486943,32104455,2025-06-09,12:30,475000,526545,,Rua João Avelino Pinho Mellão,05659-010,Fazenda Morumbi,São Paulo,-23.6077816,-46.7252052,600000,4,3,2,3,Apartamento,145,168128,894486943-644.8473626471406MG6110.jpg,400,0,11,2025-05-20,-0.05,,,
30988,894719115,32084681,2025-06-07,12:00,730000,678381,LopesMatriz,Rua José Eduardo Nunes,05625-110,Vila Sonia,São Paulo,-23.5930472,-46.7285961,730000,2,3,0,2,Casa,122,,894719115-894.77108471191981a0de018-24e6-4eca-8134-bdc11d3242c5-LEAD3P-5d1c7d8e-b629-481b-8463-47f56cd892f6.jpg,177,0,5,,,,,
30988,893659171,32002642,2025-06-07,14:00,750000,678615,,Rua Pero Lobo Pinheiro,05624-090,Vila Morse,São Paulo,-23.596541,-46.7279617,800000,3,3,0,2,Casa,110,277909,893659171-787.5130290643947IMG20220517103101.jpg,316,0,3,2024-08-16,-0.225,,,
30988,894643985,32054947,2025-06-07,16:30,765000,807266,,Rua Lourenço de Azevedo,05624-060,Vila Morse,São Paulo,-23.5964281,-46.7293372,960000,3,3,1,2,Casa,130,199203,894643985-884.4771189832624DSC0359.jpg,248,0,2,2025-05-20,-0.0129,,,
30988,892886925,32203817,2025-06-15,16:00,695000,686959,,Rua Vinte E Três de Outubro,05523-020,Ferreira,São Paulo,-23.5929046,-46.7391536,820000,3,3,1,2,Casa,116,49083,892886925-823.4108032868944MG8740.JPG,898,0,9,2025-05-26,-0.0211,,,
30988,894769982,32055011,2025-06-07,17:30,635000,725595,,Rua Gonçalo Pires,05624-040,Vila Morse,São Paulo,-23.5958919,-46.727385,745000,4,3,1,2,Casa,131,,894769982-139.36143394785438IMG9106.jpg,122,0,5,2025-02-11,-0.1477,,,
30988,894880330,32181832,2025-06-15,16:30,749900,703334,Krisos,Rua Grauçá,05626-020,Vila Sonia,São Paulo,-23.5935563,-46.7305215,750000,4,3,1,2,Casa,240,,894880330-376.06543086697894ad32c53b-48d3-4b40-a5ff-eb9f3775551b-LEAD3P-2e0f9370-3cfe-499c-983c-06da826ae773.jpg,27,0,1,2025-05-17,-0.0001,,,
32406,894664129,32019146,2025-06-04,14:00,1780000,1391588,,Rua Machado de Assis,16480-011,Centro,Osasco,-23.542249,-46.7753781,1780000,4,3,3,2,Apartamento,150,50314,894664129-436.3703497619057MG4843.jpg,213,0,6,2025-02-20,-0.0532,,,
32406,894855134,32195464,2025-06-14,14:30,930000,951446,Alabe,Avenida Doutor Cardoso de Melo,04548-000,Vila Olímpia,São Paulo,-23.6024807,-46.6754798,930000,2,3,1,1,Apartamento,90,,894855134-99.715395889465217653d9a2-6959-43c0-8c6d-dfdbc2146d22-LEAD3P-3f4e77cc-4089-4e68-8900-45d4118c9991.jpg,73,0,0,,,,,
32406,894785416,32018410,2025-06-05,13:00,1100000,1142532,,Avenida Sabiá,04515-001,Indianópolis,São Paulo,-23.6021846,-46.6629774,1100000,1,3,0,1,Apartamento,95,,894785416-140.99103004514757IMG5224.jpg,115,0,9,,,,,
18171,894655153,32196570,2025-06-14,11:30,379000,369384,,Rua Doutor Sílvio Dante Bertacchi,05625-001,Vila Sonia,São Paulo,-23.6019938,-46.7324465,390000,1,2,0,1,Apartamento,50,17949,894655153-845.7652738351937MG3303.jpg,235,1,24,2025-04-08,-0.0079,2025-04-25,Canceladas em negociação,340000
32351,894773487,32066706,2025-06-09,21:30,640000,565143,Revenda,Alameda São Caetano,09560-500,Olímpico,São Caetano do Sul,-23.6402734,-46.5533739,690000,2,3,1,2,Apartamento,87,,894773487-83.501623827860855489b907-e7a1-491b-a1f6-2fc0b593b149-LEAD3P-ebd9d511-74a5-4554-af4e-57e5f06f286e.jpg,126,0,7,2025-04-23,-0.0725,,,
4323,894850092,32063481,2025-06-06,16:30,670000,704977,,Rua João Tibiriçá,05077-000,Lapa,São Paulo,-23.5183808,-46.7242498,780000,2,2,1,1,Apartamento,55,,894850092-94.69500816157928IMG0559.jpg,75,1,16,2025-05-05,-0.0694,2025-05-18,Canceladas em negociação,605000
4323,894866342,32007192,2025-06-03,15:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4323,894285606,32110254,2025-06-09,13:30,730000,730459,,Avenida Copacabana,06472-001,Empresarial 18 do Forte,Barueri,-23.485014,-46.8556019,950000,2,3,1,2,Apartamento,91,17228,894285606-274.64916030570896IMG7084.jpg,543,1,21,2025-01-27,-0.1098,2025-06-11,Propostas em validação,710000
4323,894285606,32139499,2025-06-11,15:00,730000,730459,,Avenida Copacabana,06472-001,Empresarial 18 do Forte,Barueri,-23.485014,-46.8556019,950000,2,3,1,2,Apartamento,91,17228,894285606-274.64916030570896IMG7084.jpg,543,1,21,2025-01-27,-0.1098,2025-06-11,Propostas em validação,710000
4323,892802497,32064041,2025-06-06,18:00,640000,659998,,Rua Brentano,05302-041,Vila Hamburguesa,São Paulo,-23.5338396,-46.7280175,720000,2,1,1,1,Apartamento,67,12050,892802497-63.3446334786627Cod1024971.jpg,1604,0,21,2025-05-23,-0.0156,,,
4323,894828441,32063860,2025-06-06,17:00,699000,779137,,Rua João Tibiriçá,05077-000,Lapa,São Paulo,-23.5183808,-46.7242498,799000,2,2,1,1,Apartamento,65,,894828441-794.1063830601722IMG2073.JPG,84,0,26,2025-06-02,-0.0541,,,
4323,894883820,32063246,2025-06-06,16:00,665000,681332,Prabitar,Rua João Tibiriçá,05077-000,Lapa,São Paulo,-23.5183808,-46.7242498,650000,2,2,1,1,Apartamento,55,,894883820-681.494633953613916c741ba-34b4-42c1-9920-ef99c2571c2b-LEAD3P-fb97c28b-312e-4f92-bb59-a942efba5bec.,51,1,6,,,2025-06-09,Propostas Ongoing,630000
4323,894787959,32018754,2025-06-05,15:00,676000,630982,MontrealBusiness,Rua Doutor Miranda de Azevedo,05027-000,Pompeia,São Paulo,-23.5354068,-46.6949928,675000,1,2,0,2,Apartamento,66,,894787959-1.07933196473575248ccd513a-db97-4015-94f9-4f06cd3b32d2-LEAD3P-390d5f8c-d079-47b9-85d3-ff307fa3966f.jpg,115,0,44,,,,,
4323,893243426,32068739,2025-06-06,15:30,640000,658971,,Rua João Tibiriçá,05077-000,Lapa,São Paulo,-23.5184401,-46.7242534,550000,2,2,1,1,Apartamento,55,83280,893243426-824.4034302928695IMG9961.jpg,1594,0,34,2025-05-07,-0.0154,2021-09-28,Canceladas em negociação,500000
26553,894371341,32094080,2025-06-07,13:30,970000,975080,,Rua Lisboa,05413-001,Cerqueira César,São Paulo,-23.5548804,-46.6826019,1060000,3,3,1,2,Apartamento,90,18213,894371341-94.21246747898671EEML0170.JPG,509,0,71,2024-08-19,-0.03,,,
26252,894826374,32199452,2025-06-13,12:00,450000,423723,SantaSales,Rua Luís Gama,01519-010,Cambuci,São Paulo,-23.560282,-46.6219146,430000,1,2,0,1,Apartamento,49,,894826374-101.064914749234621b11c4e7-1031-43a8-b75e-09e154060a8b-LEAD3P-4a217194-b685-443a-a1c2-831424ce5d76.jpg,90,0,3,2025-05-18,-0.0233,,,
32903,894868070,32159503,2025-06-14,14:00,350000,316491,Revenda,Rua Luiz Gatti,05038-150,Barra Funda,São Paulo,-23.5139515,-46.697218,385000,1,2,0,1,Apartamento,40,,894868070-303.7664946180183f2567ca7-3754-4ab9-962a-90a9402a2d17-LEAD3P-6cf394a2-f7c3-4108-857c-abe61a11373a.jpg,66,0,5,2025-05-26,-0.0143,,,
30050,894134581,31991952,2025-06-03,18:00,698000,612876,,Rua Teodoro Sampaio,05406-150,Pinheiros,São Paulo,-23.5631187,-46.6870706,850000,1,2,0,0,Apartamento,71,,894134581-715.3851677276341EOSR2416.JPG,710,0,4,2025-02-27,-0.0631,,,
32309,893553865,32129546,2025-06-09,12:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32309,894901868,32047611,2025-06-07,17:45,550000,480703,,Rua Fortunato Ferraz,05093-000,Vila Anastácio,São Paulo,-23.51831,-46.71554,550000,1,2,0,1,Apartamento,48,526329,894901868-512.7508851135793R.FortunatoFerraz320135Luafinal3.jpg,36,0,4,,,,,
32309,894913972,32047485,2025-06-07,16:00,450000,415600,,Avenida Pompéia,05022-001,Pompeia,São Paulo,-23.5356332,-46.6892267,450000,1,1,0,1,Apartamento,34,,894913972-378.78901154496316IMG9813.jpg,25,0,3,,,,,
32309,894523124,32141151,2025-06-10,11:00,550000,550109,,Rua Leandro Dupret,04025-012,Vila Clementino,São Paulo,-23.5986266,-46.6468452,620000,2,2,0,1,Apartamento,60,,894523124-90.31543422691901DSC6430.jpg,346,3,75,2025-04-09,-0.0351,2025-06-11,Propostas Ongoing,480000
32309,894523124,32149965,2025-06-11,11:00,550000,550109,,Rua Leandro Dupret,04025-012,Vila Clementino,São Paulo,-23.5986266,-46.6468452,620000,2,2,0,1,Apartamento,60,,894523124-90.31543422691901DSC6430.jpg,346,3,75,2025-04-09,-0.0351,2025-06-11,Propostas Ongoing,480000
32309,893214392,32047503,2025-06-07,16:30,480000,411493,,Avenida Pompéia,05023-000,Vila Pompéia,São Paulo,-23.5356332,-46.6892267,600000,1,1,0,1,Apartamento,33,15165,893214392-705.856598721585720210120114502.jpg,1604,4,64,2023-08-07,-0.0208,2024-11-05,Canceladas em negociação,450000
32328,893220271,32048725,2025-06-05,17:30,550000,492599,,Rua João Miguel Jarra,05417-040,Vila Madalena,São Paulo,-23.5549016,-46.694135,550000,1,2,0,1,Apartamento,48,142307,893220271-171.336067348352262025030518.jpg,98,1,20,,,2025-06-06,Propostas Ongoing,480000
32328,893429241,32145462,2025-06-10,15:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32328,894451832,32196362,2025-06-14,13:30,295000,289895,,Rua do Bosque,01136-000,Barra Funda,São Paulo,-23.5257536,-46.6500738,310000,1,2,0,0,Apartamento,34,,894451832-412.52799070965807IMG1605.jpg,425,0,10,2025-05-30,-0.0484,,,
32328,894468443,32059561,2025-06-05,17:00,400000,431124,,Rua Júlio de Mesquita Filho,09120-190,Parque Gerassi,Santo André,-23.6773092,-46.4923138,424000,3,4,1,2,Casa,159,485507,894468443-330.1678919883968GDS4748.JPG,417,2,14,2024-10-29,-0.0371,2025-06-06,Propostas Ongoing,368000
32328,894663092,32135488,2025-06-13,22:00,455000,406231,,Rua Vitorino Carmilo,01153-000,Barra Funda,São Paulo,-23.5316415,-46.6521846,460000,1,2,0,1,Apartamento,48,15560,894663092-980.2597844406987IMG2764.jpg,228,1,11,2025-01-31,-0.0109,2024-12-28,Canceladas pós Aceite,446000
32328,893531371,32029971,2025-06-04,22:00,1100000,1044091,,Rua Roque Petrella,04581-050,Vila Cordeiro,São Paulo,-23.6181313,-46.690856,1600000,3,2,2,2,Casa,120,233156,893531371-600.210854984944DSC0226.JPG,1232,0,8,2025-03-17,-0.0833,,,
32328,893634330,32019619,2025-06-04,16:30,1200000,944211,,Rua Brejo Alegre,04557-050,Brooklin Paulista,São Paulo,-23.6046481,-46.6802817,1350000,3,3,0,2,Casa,180,269859,893634330-229.603147580396Sala2.jpg,1139,0,14,2025-05-26,-0.0238,,,
32328,894720416,32039060,2025-06-05,16:15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32328,893132331,32161931,2025-06-11,11:00,680000,654415,,Rua Alvorada,04550-000,Vila Olímpia,São Paulo,-23.598803,-46.6831915,850000,2,2,2,1,Apartamento,56,15198,893132331-112.09084895420062IMG6380.jpg,166,3,48,2025-05-31,-0.0556,2025-06-11,Propostas em validação,630000
32328,893132331,32068760,2025-06-06,16:00,680000,654415,,Rua Alvorada,04550-000,Vila Olímpia,São Paulo,-23.598803,-46.6831915,850000,2,2,2,1,Apartamento,56,15198,893132331-112.09084895420062IMG6380.jpg,166,3,48,2025-05-31,-0.0556,2025-06-11,Propostas em validação,630000
32328,892852744,32159980,2025-06-14,12:30,340000,319190,,Rua Vergueiro,04272-300,Vila Firmiano Pinto,São Paulo,-23.6146008,-46.6054675,328000,1,2,0,1,Apartamento,50,40526,892852744-871.1421595536466MCD5196.jpg,1605,0,14,2025-06-09,-0.0286,,,
32328,892821007,32200475,2025-06-14,12:00,340000,332768,,Rua Vergueiro,04272-300,Vila Firmiano Pinto,São Paulo,-23.6150805,-46.6050585,340000,1,2,0,1,Apartamento,50,150044,892821007-823.361994309441IMG4911.jpg,1561,1,31,2025-04-28,-0.0161,2023-03-30,Canceladas em negociação,300000
32328,893222571,32159698,2025-06-11,17:15,270000,256408,,Avenida dos Ourives,04194-260,Jardim São Savério,São Paulo,-23.6547317,-46.6097511,310000,1,3,0,1,Apartamento,63,41231,893222571-169.28849612614806IMG3310.JPG,812,1,22,2024-05-02,-0.0526,2024-07-25,Canceladas em negociação,220000
32328,893472279,32044901,2025-06-05,18:00,865000,857883,,Rua Gabriel de Lara,04582-050,Brooklin,São Paulo,-23.6187083,-46.6924805,1200000,2,3,0,2,Casa,180,,893472279-435.4736432144162IMG8177.jpg,1316,1,53,2025-05-14,-0.0895,2022-10-10,Canceladas em negociação,700000
32328,894733574,32160122,2025-06-14,14:45,340000,335436,,Avenida Carlos Liviero,04186-100,Vila Liviero,São Paulo,-23.6454273,-46.5933679,330000,2,2,1,1,Apartamento,54,,894733574-427.1484947671916IMG20250109135826.jpg,154,2,18,,,2025-05-26,Canceladas pós Aceite,340000
32328,894123251,32024256,2025-06-04,18:00,1080000,958122,,Rua Kansas,04558-000,Brooklin Paulista,São Paulo,-23.6080779,-46.6791668,1200000,2,2,0,1,Casa,120,406479,894123251-988.1729567639707Sala3.jpg,652,1,10,2025-02-04,-0.0243,2024-05-31,Canceladas em negociação,800000
32328,894580563,32160007,2025-06-14,13:00,339000,335245,,Rua Riga,04249-070,Sacomã,São Paulo,-23.6173947,-46.5983413,339000,1,2,0,1,Apartamento,60,,894580563-935.2684914705046MCD3813.jpg,305,0,8,,,,,
32328,894926635,32199313,2025-06-14,14:00,305000,302315,,Rua José Fernandes Caldas,04190-040,Sacoma,São Paulo,-23.6485282,-46.6006096,310000,1,2,0,1,Apartamento,50,,894926635-845.2215924406721QuintoAndar1.jpg,17,0,2,2025-06-05,-0.0161,,,
32328,893389520,32048890,2025-06-05,18:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32328,894302417,32090763,2025-06-07,12:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
32328,893771891,32161026,2025-06-14,15:30,360000,329780,,Avenida Carlos Liviero,04186-190,Vila Liviero,São Paulo,-23.6454045,-46.5933855,330000,2,2,1,1,Apartamento,55,,893771891-99.6709306244407720221018153425.jpg,968,1,29,,,2023-04-19,CCV - Cancelado,314000
32328,894243869,32202934,2025-06-14,17:30,750000,609184,,Rua Dionísio Pedrellini,05542-130,Jardim Olympia,São Paulo,-23.5912817,-46.7479626,780000,4,3,3,2,Casa,150,,894243869-769.3960240685105DSCN0008.jpg,622,0,6,2025-04-22,-0.0099,,,
32328,894293544,31944281,2025-06-05,13:30,980000,1027642,,Rua Doutor Ignácio Proença de Gouveia,02534-010,Parque Peruche,São Paulo,-23.4985286,-46.6509584,960000,5,5,1,4,Casa,360,446441,894293544-340.65026352876316IMG6868.jpg,584,2,20,2024-07-08,-0.0227,2025-03-12,Canceladas em negociação,833000
32328,894729014,32203500,2025-06-14,16:30,368000,357955,,Rua Professor Arnaldo João Semeraro,04184-000,Jardim Santa Emilia,São Paulo,-23.6486967,-46.5992771,380000,2,3,1,1,Apartamento,67,210915,894729014-136.61021583117184MCD9875.jpg,155,0,13,2025-05-15,-0.0316,,,
11661,894917901,32099310,2025-06-07,12:00,745000,787468,Taissei,Rua Alves Guimarães,05410-002,Pinheiros,São Paulo,-23.552818,-46.6801176,770000,2,1,1,1,Apartamento,44,,894917901-999.71697729440190ff14360-f89a-474c-be6c-ceede2ed456b-LEAD3P-64b1445b-9dc9-4f8e-ab0f-a3d9f4e9954b.jpg,24,0,2,2025-06-10,-0.0312,,,
30330,894923552,32155025,2025-06-11,14:00,780000,714570,,Rua Artur de Azevedo,05402-000,Cerqueira César,São Paulo,-23.5579477,-46.6743434,780000,1,2,0,1,Apartamento,55,,894923552-889.3246124987598EOSR7772.JPG,16,0,3,,,,,
17011,894877124,32205170,2025-06-14,11:15,385000,367395,,Avenida Engenheiro Heitor Antônio Eiras Garcia,05588-000,Jardim Esmeralda,São Paulo,-23.5749555,-46.7402119,440000,2,3,0,1,Apartamento,73,89798,894877124-904.3255615856998IMG7164.JPG,58,0,0,2025-05-30,-0.0375,,,
33092,894463172,32064577,2025-06-07,18:00,600000,684146,,Rua Doutor Francisco Degni - Vila Andrade,05665-050,Paraisópolis,São Paulo,-23.6185693,-46.7313373,850000,6,4,4,4,Apartamento,229,121722,894463172-782.6757009179242IMG4913.JPG,411,0,3,2025-05-25,-0.0769,,,
12759,893144692,32134615,2025-06-14,17:15,425000,667423,,Rua José Martins Borges,02348-080,Jardim Leonor Mendes de Barros,São Paulo,-23.460218,-46.6139802,600000,2,2,0,1,CasaCondominio,100,241656,893144692-10.3601886085600284446921.jpg,1736,0,31,2022-06-04,-0.15,,,
12759,893355298,32026614,2025-06-06,14:30,495000,460024,,Rua Capote Valente,05409-002,Pinheiros,São Paulo,-23.5552946,-46.6771615,700000,1,2,0,1,Apartamento,50,169387,893355298-650.1233734737208E68A1474.jpg,1445,0,52,2025-05-12,-0.0159,,,
12759,893276630,32032548,2025-06-05,13:15,800000,724735,,Rua Bandeirantes,01124-010,Bom Retiro,São Paulo,-23.5282043,-46.6331709,930000,4,3,1,1,Apartamento,161,61906,893276630-107.60859270241907MG7374.jpg,1547,1,10,2025-05-09,-0.0613,2025-03-28,Canceladas em negociação,650000
12759,894555109,32163244,2025-06-16,15:00,385000,371739,,Rua José Álvares Maciel,05539-080,Butantã,São Paulo,-23.5770632,-46.7302639,400000,1,2,0,1,Apartamento,56,204234,894555109-738.1317464504765IMG6630.JPEG,326,0,19,2024-08-27,-0.0375,,,
12759,894734468,32086708,2025-06-06,20:45,280000,272082,,Avenida Brigadeiro Luís Antônio,01317-001,Bela Vista,São Paulo,-23.5577261,-46.6409349,350000,1,1,0,0,Apartamento,25,419934,894734468-27.055099453301644DSC0469.jpg,149,2,9,2025-05-27,-0.0667,2025-06-06,Propostas Ongoing,240000
12759,894929347,32093110,2025-06-06,21:45,410000,360354,,Avenida Brigadeiro Luís Antônio,01317-001,Bela Vista,São Paulo,-23.5577261,-46.6409349,410000,1,2,1,0,Apartamento,34,419934,894929347-662.8846555363648DSC06921.jpg,8,1,3,,,2025-06-06,Propostas Ongoing,340000
12759,894674165,32088001,2025-06-06,21:15,550000,454348,,Rua Brigadeiro Galvão,01151-000,Barra Funda,São Paulo,-23.5309456,-46.6557934,550000,2,2,1,1,Apartamento,48,,894674165-152.73872746011995IMG6680.jpg,218,0,7,,,,,
12759,893749136,32023087,2025-06-06,19:00,889000,962973,,Rua Angaturama,04164-010,Vila Moraes,São Paulo,-23.6304076,-46.6075179,1200000,4,4,2,8,Casa,500,,893749136-165.54614672516576IMG2077.jpg,951,1,5,2025-02-10,-0.0111,2024-05-13,Canceladas em negociação,864000
12759,893950372,32087136,2025-06-06,18:30,299000,252187,,Avenida Brigadeiro Luís Antônio,01317-001,Bela Vista,São Paulo,-23.5578552,-46.6407991,330000,1,1,0,0,Apartamento,24,134374,893950372-829.6404003651539IMG1202.jpg,821,1,8,2024-11-04,-0.0167,2024-10-27,Canceladas em negociação,265000
12759,893763292,32103079,2025-06-08,21:00,240000,326260,,Rua Álvaro de Carvalho,01312-000,Bela Vista,São Paulo,-23.5489638,-46.6415883,320000,1,1,1,0,StudioOuKitchenette,23,153095,893763292-523.897480546906692.jpg,826,2,21,2025-03-01,-0.0588,2025-04-26,Canceladas em negociação,220000
12759,894378948,32196604,2025-06-14,14:15,410000,448097,,Rua Ivaí,03080-010,Tatuapé,São Paulo,-23.5341075,-46.5789244,480000,1,2,0,1,Apartamento,56,,894378948-330.5533950303486716789481.jpg,501,1,9,2025-04-11,-0.0073,2024-02-28,Canceladas em validação,450000
12759,894672311,32103129,2025-06-09,19:45,230000,259432,,Rua Marquês de Itu,01223-000,Vila Buarque,São Paulo,-23.5435712,-46.6481885,299000,1,1,0,0,StudioOuKitchenette,24,511187,894672311-566.0026586694779132419639of176.jpg,224,2,20,2025-05-27,-0.0213,2025-06-09,Propostas Aceitas,230000
22239,894068110,32187711,2025-06-12,15:15,280000,261939,,Rua Vítor Meirelles,13046-545,Jardim Samambaia,Campinas,-22.9335318,-47.0184541,280000,1,2,0,1,Apartamento,48,301312,894068110-877.0269623846813natan3.jpg,99,0,0,,,,,
32346,893323063,32135793,2025-06-14,13:30,590000,561525,,Avenida Interlagos,04660-000,Jardim Marajoara,São Paulo,-23.6569006,-46.6803051,630000,2,3,1,1,Apartamento,100,6970,893323063-177.411483118564266230631.jpg,252,0,13,2025-05-06,-0.0328,,,
32626,894886814,32197169,2025-06-14,12:00,4800000,4411478,PascalImoveisLtda,Rua Gabriele D&#8217;annunzio,04619-002,Campo Belo,São Paulo,-23.6227443,-46.6767586,4800000,5,3,3,4,Apartamento,251,,894886814-302.2752054051161eeecc430-4cb2-48e9-818d-32ac100cef21-LEAD3P-fee45eed-50db-4239-bd4b-330cb4f33022.jpg,39,0,2,,,,,
14211,894276891,32164064,2025-06-13,19:00,410000,497267,,Avenida Diógenes Ribeiro de Lima,05458-001,Alto de Pinheiros,São Paulo,-23.5414998,-46.715286,480000,1,3,0,1,Apartamento,80,372847,894276891-70.07314986296942IMG2023.jpeg,606,0,14,2025-05-19,-0.1458,,,
14211,894279443,32136534,2025-06-14,13:00,550000,387556,,Rua da Consolação,01301-100,Consolação,São Paulo,-23.550224,-46.653906,500000,1,2,0,0,Apartamento,55,90128,894279443-750.5989067468986DSC03488.jpg,497,1,18,2025-04-27,-0.0821,2024-10-23,Canceladas pós Aceite,410000
14211,894369800,32084515,2025-06-06,20:30,522000,470220,,Avenida do Rio Bonito,04776-000,Socorro,São Paulo,-23.676399,-46.711659,539000,1,3,1,1,Apartamento,54,249638,894369800-32.41370055505743DSC8995.JPG,512,0,6,2024-09-14,-0.0315,,,
14211,893282236,32201013,2025-06-13,18:30,430000,413836,,Rua Pio Xi,05468-150,Alto de Pinheiros,São Paulo,-23.538249,-46.7143579,430000,1,3,0,0,Apartamento,70,136307,893282236-139.61330202593425MG7839.jpg,108,0,1,,,,,
14211,893139520,32203283,2025-06-14,14:30,310000,307713,,Rua Major Turíbio Moraes,02268-030,Parque Vitória,São Paulo,-23.469322,-46.5959371,300000,1,2,0,1,Apartamento,53,78578,893139520-641.6348426491448DSC0848.JPG,1742,1,14,2025-04-29,-0.0484,2024-10-29,Canceladas pós Aceite,310000
