id_corretor,sk_house,id_visita,dt_visita,hr_visita,price,predicted_price_70,partner_3p_supply,house_address,house_zipcode,house_neighborhood,house_city,house_lat,house_lng,first_price,house_bathrooms,house_bedrooms,house_suites,house_garages,house_type,house_total_area,sk_condo,name,days_published,os,vb,last_price_down,previous_price_variation,date,monday_status,sale_price_agreed,similar listing 1,similar listing 2,similar listing 3,similar listing 4,similar listing 5,similar listing 6,similar listing 7,similar listing 8,similar listing 9,similar listing info 1,similar listing info 2,similar listing info 3,similar listing info 4,similar listing info 5,similar listing info 6,similar listing info 7,similar listing info 8,similar listing info 9
18559,894294516,32281271,6/20/2025,19:30,2015000,2252957,,Rua Pelotas,04012-001,Vila Mariana,São Paulo,-23.5819601,-46.6460872,2650000,5,4,2,4,Apartamento,205,317605,894294516-194.08584569826604IMG2044.JPG,596,0,1,6/17/2025,-0.0049,,,,894337358,893335222,0,0,0,0,0,0,0,"4. Menos de 1500m / 894337358-22.22784407141909IMG4327.JPG / 221 m² | 5quarto(s) | 5 ban. | 6 vaga(s) / Rua Madre Cabrini, Vila Mariana - São Paulo / 2295000 / Super preço /  / ","5. Mesmo bairro / 893335222-323.0189290699521foto3.jpg / 207 m² | 4quarto(s) | 6 ban. | 4 vaga(s) / Rua Joel Jorge de Melo, Vila Mariana - São Paulo / 2295000 / Super preço /  / Muitas visitas",,,,,,,
32346,894522127,32287684,6/17/2025,19:15,430000,427349,,Rua Doutor Ascânio Cerqueira,04288-100,Vila Brasílio Machado,São Paulo,-23.609711,-46.612661,550000,3,3,1,1,Casa,100,,894522127-701.635546846983DSC4497.jpg,364,6,53,6/12/2025,-0.0444,45825,Propostas Ongoing,380000,0,0,0,0,0,0,0,0,0,,,,,,,,,
32328,893388160,32264237,6/21/2025,13:30,550000,451695,,Rua das Palmeiras,01226-010,Vila Buarque,São Paulo,-23.5368249,-46.6523174,650000,1,2,0,1,Apartamento,65,136312,893388160-249.42839416140782IMG8149.jpg,1415,0,9,10/7/2024,-0.0485,,,,893546668,892852681,894424199,894736537,894922663,892890516,894646679,894942524,0,"3. Menos de 500m / 893546668-643.3750040528513DSC0023.jpg / 65 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Martim Francisco, Vila Buarque - São Paulo / 570000 /  /  / Muitas visitas","3. Menos de 500m / 892852681-940.68919807035655a001.jpg / 64 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Barão de Tatuí, Vila Buarque - São Paulo / 599402 / Super preço /  / ","3. Menos de 500m / 894424199-74.66055717381504132419652of138.jpg / 63 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Barão de Tatuí, Vila Buarque - São Paulo / 550000 /  /  / ","4. Menos de 1500m / 894736537-27.92907719328796613241961of36.jpg / 57 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Marquês de Itu, Vila Buarque - São Paulo / 620000 /  /  / ","4. Menos de 1500m / 894922663-491.15090281013653IMG3625.JPG / 65 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Marquês de Itu, Vila Buarque - São Paulo / 600000 / Super preço / Redução recente / Muitas visitas","4. Menos de 1500m / 892890516-63.62848702344981DSC1285.jpg / 65 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Marquês Itu, Vila Buarque - São Paulo / 500000 / Super preço /  / Muitas visitas","4. Menos de 1500m / 894646679-554.77857118299890ca16bee-89ee-4be6-b1c6-59158f976334-LEAD3P-f3d9c457-22f1-49fd-a20e-eeb50fecbcf8.JPG / 60 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Rua Major Sertório, Vila Buarque - São Paulo / 625000 / Super preço /  / Muitas visitas","4. Menos de 1500m / 894942524-527.1114980844415QuintoAndar1.jpg / 68 m² | 3quarto(s) | 1 ban. | 1 vaga(s) / Rua Doutor Vila Nova, Vila Buarque - São Paulo / 530000 /  /  / ",
16811,894597667,32197561,6/14/2025,12:30,225000,244978,,Rua Cantori,05728-020,Vila Andrade,São Paulo,-23.633013,-46.7405137,310000,1,2,0,0,Apartamento,41,61318,894597667-236.69405879810512IMG8068.jpg,301,1,5,5/12/2025,-0.0625,45745,Canceladas em negociação,230000,893394734,894055255,893030347,893144100,893663542,894535691,894715973,893983415,894481631,"1. Mesmo Condomínio / 893394734-877.4190283921699IMG20210812144022.jpg / 42 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Cantori, Vila Andrade - São Paulo / 250000 / Super preço /  / ","1. Mesmo Condomínio / 894055255-135.0407840237724apto1de29.jpg / 42 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Cantori, Vila Andrade - São Paulo / 240000 / Super preço /  / Muitas visitas","1. Mesmo Condomínio / 893030347-910.150642589754952.jpg / 42 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Cantori, Vila Andrade - São Paulo / 248000 / Super preço /  / ","1. Mesmo Condomínio / 893144100-596.9838673839307IMG4842.jpg / 41 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Cantori, Vila Andrade - São Paulo / 240000 / Super preço / Redução recente / Muitas visitas","1. Mesmo Condomínio / 893663542-154.01464566280177DSC2344.jpg / 41 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Cantori, Vila Andrade - São Paulo / 240000 / Super preço /  / Muitas visitas","2. Mesma rua / 894535691-611.1218655380266IMG8656.jpg / 42 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Cantori, Vila Andrade - São Paulo / 240000 / Super preço /  / ","2. Mesma rua / 894715973-830.647280953513420241221IMG0713.JPG / 40 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Cantori, Vila Andrade - São Paulo / 250000 /  /  / Muitas visitas","2. Mesma rua / 893983415-529.6475024072166MG9340.jpg / 41 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Cantori, Vila Andrade - São Paulo / 250000 /  /  / Muitas visitas","2. Mesma rua / 894481631-703.7481346655123apto1de30.jpg / 41 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Cantori, Vila Andrade - São Paulo / 250000 / Super preço /  / "
32328,892821007,32200475,6/14/2025,12:00,340000,332768,,Rua Vergueiro,04272-300,Vila Firmiano Pinto,São Paulo,-23.6150805,-46.6050585,340000,1,2,0,1,Apartamento,50,150044,892821007-823.361994309441IMG4911.jpg,1568,1,32,4/28/2025,-0.0161,45015,Canceladas em negociação,300000,893304914,894056102,892852744,894199074,0,0,0,0,0,"1. Mesmo Condomínio / 893304914-123.8955313153286DSC2796.jpg / 48 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Vergueiro, Vila Firmiano Pinto - São Paulo / 380000 /  /  / Muitas visitas","2. Mesma rua / 894056102-467.4177080955484IMG0088.jpg / 55 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Rua Vergueiro, Vila Firmiano Pinto - São Paulo / 300000 /  /  / Muitas visitas","2. Mesma rua / 892852744-871.1421595536466MCD5196.jpg / 50 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Vergueiro, Vila Firmiano Pinto - São Paulo / 340000 /  / Redução recente / Muitas visitas","2. Mesma rua / 894199074-752.9366998619754FT.JPG / 50 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Vergueiro, Vila Firmiano Pinto - São Paulo / 320000 /  /  / Muitas visitas",,,,,
12261,894951532,32174623,6/11/2025,19:30,415000,510131,CBCurvelo,Rua Filipe Camarão,03065-000,Tatuapé,São Paulo,-23.5364762,-46.5792598,415000,2,2,1,1,Apartamento,62,,894951532-497.0692568906008250df6dc-83e1-4d86-ba3e-547c25eaeb10-LEAD3P-f6f754a5-0829-47cf-8206-93282dbd0234.,11,0,2,,,,,,893365707,893259464,894828484,893083217,894941709,893111623,893153134,893907094,893922846,"4. Menos de 1500m / 893365707-769.7572200093173MG4443.jpg / 70 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Rua Ivaí, Tatuapé - São Paulo / 420000 / Super preço /  / Muitas visitas","4. Menos de 1500m / 893259464-590.1240846958702MG3906.jpg / 60 m² | 3quarto(s) | 2 ban. | 1 vaga(s) / Rua Jacirendi, Tatuapé - São Paulo / 410000 /  /  / Muitas visitas","4. Menos de 1500m / 894828484-936.3554812567282IMG8320.jpg / 69 m² | 3quarto(s) | 2 ban. | 1 vaga(s) / Avenida Condessa Elizabeth de Robiano, Tatuapé - São Paulo / 470000 / Super preço /  / ","4. Menos de 1500m / 893083217-188.39608091263094892975919560.5603273735236IMG1186.jpg / 64 m² | 3quarto(s) | 2 ban. | 1 vaga(s) / Rua Jacirendi, Tatuapé - São Paulo / 450000 /  /  / Muitas visitas","4. Menos de 1500m / 894941709-838.9804814749182DSC6957.jpg / 64 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Avenida Condessa Elizabeth de Robiano, Tatuapé - São Paulo / 445000 /  / Redução recente / ","5. Mesmo bairro / 893111623-653.7422703909764116231.JPG / 62 m² | 3quarto(s) | 2 ban. | 1 vaga(s) / Avenida Condessa Elisabeth de Robiano, Tatuapé - São Paulo / 420000 /  /  / Muitas visitas","1. Mesmo Condomínio / 893153134-403.2426746952866WhatsAppImage20200920at16.38.41.jpg / 65 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Estrada Velha da Penha, Tatuapé - São Paulo / 465000 /  /  / Muitas visitas","5. Mesmo bairro / 893907094-187.162963157371912070941de38.jpg / 67 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Rua Monte Serrat, Tatuapé - São Paulo / 350000 / Super preço /  / Muitas visitas","2. Mesma rua / 893922846-385.50944655202034MG1457.jpg / 57 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Estrada Velha da Penha, Tatuapé - São Paulo / 374000 / Super preço /  / Muitas visitas"
16349,894592763,32131853,6/11/2025,13:00,960000,1077364,,Rua Doutor Alfredo Ellis,01322-050,Bela Vista,São Paulo,-23.563341,-46.6441396,1150000,3,3,1,1,Apartamento,127,174725,894592763-145.29485390185647DSC03226.jpg,309,0,13,3/11/2025,-0.1256,,,,894352740,893094828,893685992,894568923,894888101,892871278,893263672,893375108,893571782,"2. Mesma rua / 894352740-34.05887528144835DSC05693.jpg / 112 m² | 3quarto(s) | 3 ban. | 1 vaga(s) / Rua Doutor Alfredo Ellis, Bela Vista - São Paulo / 1070000 /  /  / ","2. Mesma rua / 893094828-215.553024075520450207203512.jpg / 120 m² | 3quarto(s) | 3 ban. | 1 vaga(s) / Rua Doutor Alfredo Ellis, Bela Vista - São Paulo / 1080000 /  / Redução recente / ","3. Menos de 500m / 893685992-553.3495494250963SITE1477.jpg / 139 m² | 4quarto(s) | 3 ban. | 1 vaga(s) / Avenida Brigadeiro Luís Antônio, Bela Vista - São Paulo / 950000 / Super preço /  / Muitas visitas","3. Menos de 500m / 894568923-228.2306447244832818689231.jpg / 118 m² | 3quarto(s) | 3 ban. | 1 vaga(s) / Rua Martiniano de Carvalho, Bela Vista - São Paulo / 1050000 /  /  / ","3. Menos de 500m / 894888101-894.2133376120722DSC03404.jpg / 118 m² | 4quarto(s) | 3 ban. | 1 vaga(s) / Rua Carlos Sampaio, Bela Vista - São Paulo / 985000 /  /  / ","3. Menos de 500m / 892871278-762.5333079673394IMG3644.jpg / 142 m² | 3quarto(s) | 3 ban. | 2 vaga(s) / Rua Treze de Maio, Bela Vista - São Paulo / 1030000 / Super preço /  / Muitas visitas","3. Menos de 500m / 893263672-931.8504667507613branco.jpg / 130 m² | 3quarto(s) | 3 ban. | 1 vaga(s) / Rua Carlos Sampaio, Bela Vista - São Paulo / 860000 / Super preço /  / Muitas visitas","4. Menos de 1500m / 893375108-284.6530174582741sala.JPG / 120 m² | 3quarto(s) | 3 ban. | 1 vaga(s) / Avenida Brigadeiro Luís Antônio, Bela Vista - São Paulo / 855000 / Super preço /  / Muitas visitas","3. Menos de 500m / 893571782-545.2178977245795SH59412001.jpg / 117 m² | 3quarto(s) | 3 ban. | 1 vaga(s) / Rua Martiniano de Carvalho, Bela Vista - São Paulo / 905000 / Super preço / Redução recente / Muitas visitas"
12793,894669476,32143499,6/14/2025,17:00,559900,594308,,Rua Professor José Herculano Pires,02255-150,Vila Nivi,São Paulo,-23.4762869,-46.593921,650000,4,3,3,2,Casa,108,,894669476-102.07867081823696IMG7814.JPG,230,0,2,2/3/2025,-0.0429,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
32351,893766163,32211791,6/16/2025,13:00,380000,458055,,Rua Matarazzo,01128-140,Bom Retiro,São Paulo,-23.5241172,-46.6393358,500000,1,2,0,1,Apartamento,100,16522,893766163-281.40054012535944IMG0679.jpg,1009,0,32,2/3/2024,-0.0843,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,
12773,893779655,32203697,6/14/2025,13:30,565000,535222,,Rua Heitor Penteado,05438-000,Sumarezinho,São Paulo,-23.549428,-46.6819069,648000,1,2,0,0,Apartamento,62,317816,893779655-937.2627263314727DSCF4316copy.jpg,995,0,30,5/2/2025,-0.0424,,,,892905115,893255988,894047880,893733768,894825427,0,0,0,0,"3. Menos de 500m / 892905115-286.36630138955076MG2821.jpg / 70 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Rua Heitor Penteado, Sumarezinho - São Paulo / 600000 / Super preço /  / ","4. Menos de 1500m / 893255988-193.3781386464691319022021IMG3029.jpg / 65 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Heitor Penteado, Sumarezinho - São Paulo / 580000 /  /  / Muitas visitas","4. Menos de 1500m / 894047880-62.78602958239865IMG0322.JPG / 55 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Heitor Penteado, Sumarezinho - São Paulo / 513048 /  /  / ","4. Menos de 1500m / 893733768-569.2193530268472IMG4481.jpg / 68 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Heitor Penteado, Sumarezinho - São Paulo / 625000 /  /  / ","5. Mesmo bairro / 894825427-926.741585762015Cod21254272.jpg / 62 m² | 2quarto(s) | 1 ban. | 0 vaga(s) / Rua Heitor Penteado, Sumarezinho - São Paulo / 520000 /  /  / ",,,,
32346,894862623,32222596,6/14/2025,11:00,379000,364309,,Rua Galeno de Castro,04696-040,Jurubatuba,São Paulo,-23.6657569,-46.7051799,379000,1,2,0,1,Apartamento,42,,894862623-279.6011164575587IMG0972.JPG,74,3,11,6/9/2025,-0.0156,45827,Propostas Ongoing,375000,894744430,894867520,894899584,893763447,894700649,894712149,894762400,894797728,894861590,"2. Mesma rua / 894744430-54.56838327176106IMG2554.jpg / 42 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Galeno de Castro, Jurubatuba - São Paulo / 420000 /  /  / ","2. Mesma rua / 894867520-651.434324603571812.jpg / 44 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Galeno de Castro, Jurubatuba - São Paulo / 426000 /  /  / ","2. Mesma rua / 894899584-269.591536525982711.jpg / 41 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Galeno de Castro, Jurubatuba - São Paulo / 360000 /  /  / ","2. Mesma rua / 893763447-141.4676978296826IMG471530.jpg / 36 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Galeno de Castro, Jurubatuba - São Paulo / 380000 /  /  / ","2. Mesma rua / 894700649-110.17491192262108Imveis4.jpg / 42 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Galeno de Castro, Jurubatuba - São Paulo / 400000 /  /  / ","2. Mesma rua / 894712149-334.74847924039585DSC7090.jpg / 40 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Galeno de Castro, Jurubatuba - São Paulo / 375000 /  /  / Muitas visitas","2. Mesma rua / 894762400-64.2717108301483815.jpg / 37 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Galeno de Castro, Jurubatuba - São Paulo / 425000 /  /  / ","2. Mesma rua / 894797728-514.603711498366DSC1525.JPG / 42 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Galeno de Castro, Jurubatuba - São Paulo / 385000 /  /  / Muitas visitas","2. Mesma rua / 894861590-822.7377017822411IMG4696.JPG / 42 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Galeno de Castro, Jurubatuba - São Paulo / 350000 / Super preço /  / Muitas visitas"
12366,894894001,32278437,6/21/2025,13:00,1490000,1200857,,Rua Cipriano Barata,04205-001,Ipiranga,São Paulo,-23.5824762,-46.6056725,1490000,3,4,2,3,Apartamento,135,,894894001-295.85479533581395IMG1814.jpg,46,0,4,,,,,,894543794,894487426,893134652,0,0,0,0,0,0,"2. Mesma rua / 894543794-116.31978113435049QuintoAndar2de48.jpg / 138 m² | 4quarto(s) | 4 ban. | 3 vaga(s) / Rua Cipriano Barata, Ipiranga - São Paulo / 1390000 /  /  / Muitas visitas","2. Mesma rua / 894487426-578.128620687458IMG5234.jpg / 145 m² | 5quarto(s) | 4 ban. | 3 vaga(s) / Rua Cipriano Barata, Ipiranga - São Paulo / 1400000 /  /  / Muitas visitas","4. Menos de 1500m / 893134652-151.37231105242688foto2.jpg / 140 m² | 4quarto(s) | 5 ban. | 4 vaga(s) / Rua Costa Aguiar, Ipiranga - São Paulo / 1380000 /  /  / Muitas visitas",,,,,,
32313,892804848,32235398,6/16/2025,18:00,490000,490720,,Rua Celso Ramos,05734-080,Vila Andrade,São Paulo,-23.6269218,-46.7466891,520000,2,3,1,2,Apartamento,66,25683,892804848-972.8350610898245IMG0427.JPG,554,1,21,12/16/2024,-0.0426,45673,Canceladas em negociação,410000,894739028,894512263,894913530,894918293,894602726,894715660,894760724,894761125,892957451,"1. Mesmo Condomínio / 894739028-672.8127758883335IMG3414.jpg / 66 m² | 3quarto(s) | 2 ban. | 2 vaga(s) / Rua Celso Ramos, Vila Andrade - São Paulo / 470000 / Super preço / Redução recente / Muitas visitas","1. Mesmo Condomínio / 894512263-256.103068545362DSC7289.jpg / 66 m² | 3quarto(s) | 2 ban. | 2 vaga(s) / Rua Celso Ramos, Vila Andrade - São Paulo / 480000 /  /  / Muitas visitas","2. Mesma rua / 894913530-656.8155342828292c24f87c4-e079-48a6-8eb6-1ed56c91b65a-LEAD3P-085021c0-7d91-4c9d-9d20-db38742ab042.jpg / 69 m² | 3quarto(s) | 2 ban. | 2 vaga(s) / Rua Celso Ramos, Vila Andrade - São Paulo / 535000 / Super preço /  / ","2. Mesma rua / 894918293-421.1544841624433IMG9900.jpg / 66 m² | 3quarto(s) | 2 ban. | 2 vaga(s) / Rua Celso Ramos, Vila Andrade - São Paulo / 550000 /  /  / ","2. Mesma rua / 894602726-629.809374440439553.jpg / 66 m² | 3quarto(s) | 2 ban. | 2 vaga(s) / Rua Celso Ramos, Vila Andrade - São Paulo / 512000 / Super preço /  / ","2. Mesma rua / 894715660-639.836464628944453.jpg / 69 m² | 3quarto(s) | 2 ban. | 2 vaga(s) / Rua Celso Ramos, Vila Andrade - São Paulo / 540000 / Super preço /  / ","2. Mesma rua / 894760724-717.52916882786583a8dc2ec-72b5-4a6b-86ef-986e7727dd3b-LEAD3P-c36cf5e1-5ddd-4e76-87c6-d5a2b76fb2b4.jpg / 66 m² | 3quarto(s) | 2 ban. | 2 vaga(s) / Rua Celso Ramos, Vila Andrade - São Paulo / 540000 /  /  / ","3. Menos de 500m / 894761125-896.9067366085027IMG20250530143813.jpg / 73 m² | 3quarto(s) | 2 ban. | 2 vaga(s) / Rua da Chibata, Vila Andrade - São Paulo / 418000 /  / Redução recente / Muitas visitas","4. Menos de 1500m / 892957451-524.2549533784113IMG7033.jpg / 62 m² | 3quarto(s) | 2 ban. | 2 vaga(s) / Rua Alexandre Benois, Vila Andrade - São Paulo / 538000 /  /  / Muitas visitas"
32328,894858004,32212001,6/13/2025,21:00,770000,962371,,Rua Comendador Miguel Calfat,04537-080,Vila Nova Conceição,São Paulo,-23.5929832,-46.6743783,850000,1,2,0,1,Apartamento,68,,894858004-316.91113983566623MG2889.JPG,75,1,8,5/20/2025,-0.0375,45822,Propostas Ongoing,725000,894514062,894644371,894554172,894620499,893090088,893594336,893738172,894705031,894806156,"2. Mesma rua / 894514062-798.429285488894415062024JG79de106.jpg / 60 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Comendador Miguel Calfat, Vila Nova Conceição - São Paulo / 750000 /  / Redução recente / ","3. Menos de 500m / 894644371-339.6862982592701RuaComendadorMiguelCalfat233724.jpg / 70 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Comendador Miguel Calfat, Vila Nova Conceição - São Paulo / 750000 /  /  / ","3. Menos de 500m / 894554172-508.2082767266203IMG7279.jpg / 70 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Silva Correia, Vila Nova Conceição - São Paulo / 830000 / Super preço /  / Muitas visitas","3. Menos de 500m / 894620499-690.3636922837712IMG5609.jpg / 70 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Doutor Sodré, Vila Nova Conceição - São Paulo / 695000 /  /  / ","3. Menos de 500m / 893090088-77.00017793838366DSC05169.JPG / 72 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Rua Doutor Sodré, Vila Nova Conceição - São Paulo / 810000 /  /  / Muitas visitas","3. Menos de 500m / 893594336-91.7021271041707imgnzs226169.jpg / 78 m² | 2quarto(s) | 1 ban. | 1 vaga(s) / Rua Afonso Braz, Vila Nova Conceição - São Paulo / 850000 / Super preço /  / Muitas visitas","3. Menos de 500m / 893738172-999.18521452923271E204911D3EA473E8EA5CD78EDB72904.jpeg / 72 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Rua Clodomiro Amazonas, Vila Nova Conceição - São Paulo / 755000 / Super preço / Redução recente / Muitas visitas","3. Menos de 500m / 894705031-563.1954408020118V200.jpg / 67 m² | 2quarto(s) | 2 ban. | 1 vaga(s) / Rua Clodomiro Amazonas, Vila Nova Conceição - São Paulo / 680000 /  / Redução recente / Muitas visitas","3. Menos de 500m / 894806156-318.39502590956926WhatsAppImage20250310at18.49.524.jpeg / 75 m² | 2quarto(s) | 3 ban. | 1 vaga(s) / Rua João Cachoeira, Vila Nova Conceição - São Paulo / 870000 / Super preço /  / "
30330,894927289,32301239,6/19/2025,13:00,4000000,4189721,,Alameda Joaquim Eugênio de Lima,01403-002,Jardim Paulista,São Paulo,-23.5737021,-46.6586027,4000000,2,4,2,3,Apartamento,278,4025,894927289-959.1618522552094EOSR8162.JPG,21,0,1,,,,,,893577949,894376512,893449166,893515003,894202643,894655359,0,0,0,"4. Menos de 1500m / 893577949-838.0029807421329c8ef15f762e201784f94b298292ab87a.jpg / 303 m² | 4quarto(s) | 5 ban. | 3 vaga(s) / Alameda Fernão Cardim, Jardim Paulista - São Paulo / 4200000 / Super preço /  / ","4. Menos de 1500m / 894376512-123.0932200287268EEML1091.JPG / 291 m² | 4quarto(s) | 6 ban. | 4 vaga(s) / Alameda Fernão Cardim, Jardim Paulista - São Paulo / 4525000 /  / Redução recente / ","4. Menos de 1500m / 893449166-329.6735886223444DSC8296.jpg / 278 m² | 4quarto(s) | 4 ban. | 3 vaga(s) / Alameda Jaú, Jardim Paulista - São Paulo / 3600000 /  /  / ","4. Menos de 1500m / 893515003-44.10853940798232IMG9765.JPG / 293 m² | 4quarto(s) | 5 ban. | 4 vaga(s) / Alameda Fernão Cardim, Jardim Paulista - São Paulo / 4300000 /  /  / ","4. Menos de 1500m / 894202643-996.9428403774903QuintoAndar6.jpg / 305 m² | 4quarto(s) | 3 ban. | 3 vaga(s) / Alameda Casa Branca, Jardim Paulista - São Paulo / 3700000 / Super preço /  / ","4. Menos de 1500m / 894655359-578.93470029103060001894655364217.39342810785166DSCF4306EnhancedNRcopy.jpg / 287 m² | 4quarto(s) | 3 ban. | 3 vaga(s) / Alameda Casa Branca, Jardim Paulista - São Paulo / 4360000 / Super preço /  / ",,,
12765,894941523,32319058,6/19/2025,19:30,450000,418674,,Rua Alvorada,04550-003,Vila Olímpia,São Paulo,-23.6044601,-46.6769356,450000,1,1,0,1,StudioOuKitchenette,24,,894941523-835.9206474258197IMG1517.JPG,17,0,2,,,,,,894601651,894766001,894779544,894779608,0,0,0,0,0,"2. Mesma rua / 894601651-304.88700184641914IMG0465.jpg / 21 m² | 1quarto(s) | 1 ban. | 1 vaga(s) / Rua Alvorada, Vila Olímpia - São Paulo / 500000 /  /  / ","3. Menos de 500m / 894766001-463.8846131634007IMG1226HDR.jpg / 27 m² | 1quarto(s) | 1 ban. | 1 vaga(s) / Rua Alvorada, Vila Olímpia - São Paulo / 485000 / Super preço /  / Muitas visitas","2. Mesma rua / 894779544-624.7693767793115cb0febaf-49d4-462d-8194-2920a777b341-LEAD3P-3ab2cc95-20c5-40b0-b45c-13fb8d57dd66.jpeg / 23 m² | 1quarto(s) | 1 ban. | 1 vaga(s) / Rua Alvorada, Vila Olímpia - São Paulo / 455000 /  /  / Muitas visitas","2. Mesma rua / 894779608-554.816913645376115A5792.jpg / 23 m² | 1quarto(s) | 1 ban. | 1 vaga(s) / Rua Alvorada, Vila Olímpia - São Paulo / 480000 /  /  / Muitas visitas",,,,,
6486,894530801,32278556,6/20/2025,13:00,520000,477672,,Alameda Lorena,01424-002,Jardim Paulista,São Paulo,-23.5688032,-46.6601881,550000,1,1,0,0,StudioOuKitchenette,21,383436,894530801-723.1183107461361EEML5003HDR.jpg,319,0,5,10/21/2024,-0.028,,,,894949012,894541556,894642657,894938287,894637123,894665852,894726523,894496254,894637708,"1. Mesmo Condomínio / 894949012-836.4969639551166MG5703.jpg / 21 m² | 1quarto(s) | 1 ban. | 0 vaga(s) / Alameda Lorena, Jardim Paulista - São Paulo / 580000 /  /  / ","1. Mesmo Condomínio / 894541556-893.4406916576422IMG1539HDR.jpg / 21 m² | 1quarto(s) | 1 ban. | 0 vaga(s) / Alameda Lorena, Jardim Paulista - São Paulo / 532000 /  /  / Muitas visitas","2. Mesma rua / 894642657-280.01873001398224MG8992.jpg / 22 m² | 1quarto(s) | 1 ban. | 0 vaga(s) / Alameda Lorena, Jardim Paulista - São Paulo / 435000 / Super preço /  / ","2. Mesma rua / 894938287-903.7203367451034DSCF0895EnhancedNRcopy.jpg / 23 m² | 1quarto(s) | 1 ban. | 0 vaga(s) / Alameda Lorena, Jardim Paulista - São Paulo / 445000 / Super preço /  / ","3. Menos de 500m / 894637123-755.7388273384491EEML8941HDR.jpg / 24 m² | 1quarto(s) | 1 ban. | 1 vaga(s) / Alameda Lorena, Jardim Paulista - São Paulo / 515000 /  / Redução recente / ","3. Menos de 500m / 894665852-528.7149739860181EOSR8668.JPG / 24 m² | 1quarto(s) | 1 ban. | 0 vaga(s) / Avenida Nove de Julho, Jardim Paulista - São Paulo / 485000 / Super preço /  / ","3. Menos de 500m / 894726523-243.8970243218983fab5e23a-6bd7-4c99-86a3-c6e3037df439-LEAD3P-9da90e8c-8f5a-4f7c-8219-f538fd1ba4df.jpg / 19 m² | 1quarto(s) | 1 ban. | 0 vaga(s) / Alameda Franca, Jardim Paulista - São Paulo / 515018 /  /  / ","4. Menos de 1500m / 894496254-672.9264779096256DSCF8126copy.jpg / 21 m² | 1quarto(s) | 1 ban. | 0 vaga(s) / Rua Pamplona, Jardim Paulista - São Paulo / 533000 /  /  / ","4. Menos de 1500m / 894637708-654.6783483979563MG8505.jpg / 24 m² | 1quarto(s) | 1 ban. | 0 vaga(s) / Rua Pamplona, Jardim Paulista - São Paulo / 480000 / Super preço /  / Muitas visitas"
